Provider Id,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
320011,25.71794871794872,21150.819687307692,10162.870526051285,9049.747121884617
320013,21.61111111111111,19471.770480869563,12159.807481055557,10129.188776391306
320016,19.791666666666668,22397.9774865625,7412.9488034791675,6484.950415812499
320017,22.046511627906977,34933.88412870968,12836.544717116281,11122.954627709678
320018,24.88953488372093,50492.93930823009,10667.86135081396,8460.165453061947
320021,45.802575107296136,43157.468662516345,13918.715291871244,11079.034366307187
320022,29.727272727272727,25866.454446486478,7108.580048581818,5861.396964054054
320030,24.941176470588236,35978.65055454545,11271.02693452941,10186.575131818181
320033,18.41176470588235,27574.641303333334,14214.849653529413,13057.66130391667
320038,26.142857142857142,20563.743218235293,8723.324065632652,7528.088334264705
320059,21.066666666666666,10174.770677299999,10046.916056633336,9094.229748400003
320061,21.019607843137255,10707.946514794117,8588.258635156866,7759.966525294118
320062,12.0,6707.2824675,10298.6422858,7279.399351
320063,24.74074074074074,37489.82534756757,7877.904120592593,6516.394867810809
320065,23.28846153846154,41136.646810555554,9572.106384057694,8554.087218472225
320067,13.0,5937.461539,12999.0,12193.46154
320070,12.0,5263.17,7679.58,6535.58
320074,26.51851851851852,40373.895501428575,8488.194626407409,6486.431679952379
320084,15.678571428571429,14743.468645500001,6701.712660285715,5664.271595
320085,28.963414634146343,68195.90915857989,11069.219976105696,10230.775186272185
320086,25.266666666666666,40208.23439789474,6802.038852866666,5762.419383526316
320089,32.214285714285715,24719.517374999996,10037.428471904761,8703.6478385
330003,21.323529411764707,18806.765533170732,7173.930881529412,5635.243717731706
330004,34.75933609958506,41459.12632533742,8134.220943124481,6773.966487006133
330005,45.12173913043478,43329.9983483065,18968.420200137403,16130.504486813004
330006,24.595238095238095,16149.025316637924,12903.697157440478,11778.174977810342
330008,18.03448275862069,10682.803761764706,7129.129106724137,5793.711654941176
330009,24.13529411764706,19352.006324081074,23220.28046811764,20878.500868288287
330011,36.35944700460829,20885.883923999998,8490.982352788016,7437.483454172185
330013,36.261428571428574,62139.45283471982,17854.699062167176,13965.686266609917
330014,30.740331491712706,32510.962621741935,16765.369089149164,14812.0688326371
330019,32.06844106463878,26773.055353274856,12138.979582448672,11150.535461274845
330023,47.55164835164835,52922.11525033554,14451.034263808788,12996.184633060411
330024,47.601694915254235,71146.28534437723,27755.47120687045,21784.67688582418
330027,33.30331753554503,41641.018707034484,17684.149210327017,15521.047954565522
330028,26.81025641025641,53046.10713414063,18450.205552641026,16194.077856156255
330030,26.074766355140188,20488.34826818918,7124.07496627103,6140.169496986487
330033,18.46808510638298,24177.6773528125,9066.210766978724,7912.235377781249
330043,35.106017191977074,75582.51898721523,17458.384831796564,15485.608201696194
330044,35.06007067137809,30103.288698571425,9005.381172021203,7874.335915785714
330045,41.51798561151079,53098.948576654526,12360.805024760184,10895.463356076365
330046,35.55701754385965,70645.80068180921,21706.15047495393,18619.718391585528
330047,28.214285714285715,19948.035817956996,7587.020526635713,6816.29315708602
330049,33.69072164948454,26366.63414384615,8571.969474010313,7456.785014523077
330053,12.0,11106.25,10856.5,10110.83
330055,47.44987146529563,54290.43813374516,18775.80428687403,15872.955112235524
330056,25.863387978142075,62296.17179135593,20181.12786762841,17225.513491016955
330057,39.2375,48041.31518278817,13355.309906512492,11351.976529523366
330058,25.257142857142856,21506.96039404225,7969.191567704762,6660.312374619717
330059,55.21727019498607,106392.4646453079,27193.09271489276,23069.14563054139
330061,31.273972602739725,39770.493712896554,10347.550336949771,8605.09345622759
330065,28.138461538461538,17337.33794123913,9800.480538523074,8824.825361891304
330073,26.735849056603772,14905.952587513511,7985.857822660379,6911.426334297298
330074,25.96629213483146,13622.856625883338,5934.715657337077,4731.078112016667
330078,29.634831460674157,26800.948110238096,11579.856033376407,9422.755294166662
330079,24.153846153846153,25585.3105664,12554.912794384618,10591.74038648
330080,22.248062015503876,27258.343348488368,27161.949822945742,22350.87388453489
330084,21.479166666666668,11557.728554096775,8286.728314895834,6996.996347741935
330085,28.50602409638554,12434.430541482143,6303.645211722891,5313.378683642856
330086,17.30188679245283,34963.68890176471,11494.01539798113,10509.428772588237
330088,19.972972972972972,39020.1610952,10370.79456889189,9043.60023032
330090,34.933035714285715,26386.45811681819,9696.594735754465,7805.244900259741
330094,31.31654676258993,19656.851693404253,7608.407841928057,6431.297941914896
330096,23.1,16094.058254827583,7553.008378625001,6336.507518034483
330101,63.49125874125874,111332.02652343953,29810.512662376754,25423.882971587005
330102,31.725490196078432,25358.389522608697,10138.407206029415,8118.072911304347
330103,30.342105263157894,17114.876927750003,8423.881551263159,6940.43982265
330104,38.429752066115704,63304.54821305735,11957.969421938018,10742.461177745225
330106,52.86649874055416,106687.22442730035,21398.691479454672,18123.072216712935
330107,40.24090909090909,42151.304401999994,10393.044923104542,8978.784895266666
330108,20.055555555555557,13521.384005833332,5374.988838388888,4413.261704583333
330111,18.761904761904763,7883.300036533332,6421.395562666667,5399.7942226000005
330115,21.936507936507937,19826.973820000003,7747.685322349207,6603.486464209303
330119,33.52522935779817,100118.06753282232,21539.566983825684,18742.045026839714
330125,34.5,40253.41153969364,14904.719551654756,13134.813016531678
330126,47.41647058823529,57624.863661731455,14262.942657032932,12616.455492738525
330127,23.551948051948052,43938.89729430003,24397.2916264935,20637.101310000002
330128,24.859060402684563,41101.2568084466,20367.525602214762,17025.60969299029
330132,16.7,11497.263491428572,6567.1421944,5605.845198428571
330135,30.93243243243243,46828.74292607844,10068.480854824324,8418.909358745103
330136,28.388235294117646,28533.347119776477,15174.654850933328,13653.932470123536
330140,46.733333333333334,41257.16025120848,14908.732899797977,12597.931834338373
330141,42.403560830860535,73263.72235049326,13708.340696516312,11319.107872278022
330144,13.615384615384615,15918.613849000001,7713.37515146154,7298.967363599999
330151,19.65,10759.393467733333,9266.512719100001,8052.8602292666665
330153,34.735562310030396,39129.74980725581,11398.816858547112,9269.802527720927
330157,29.79054054054054,27100.448943673462,12777.27767231081,11458.349734591835
330158,38.9640522875817,83083.66936944162,13860.873303617645,12793.823597299497
330160,42.21031746031746,63985.504472634726,17757.77481462102,15532.636038919178
