Total Discharges,Total Discharges,Total Discharges,Average Covered Charges,Average Covered Charges,Average Covered Charges,Average Total Payments,Average Total Payments,Average Total Payments,Average Medicare Payments,Average Medicare Payments,Average Medicare Payments,medicare provider number
32.38235294117647,28.944444444444443,28.14814814814815,14947.493529411768,14688.576944444449,14822.44920388889,5853.85088235294,5956.745277777777,6251.388453666667,4861.312352941175,4915.325000000001,5222.96443137037,010061
22.583333333333332,21.153846153846153,18.454545454545453,10788.833333333334,14805.73,17312.06145181818,5715.371666666667,5327.877692307693,6199.158051454546,4823.019166666666,4347.641538461538,5274.643875363636,010062
26.235294117647058,26.77777777777778,28.0,13032.166764705882,16180.423611111111,15317.214684774195,6544.046176470588,7917.539444444444,6392.588783096776,5522.003529411767,6747.36388888889,5358.211698290322,010065
17.625,18.066666666666666,17.333333333333332,15736.66375,16364.802000000001,16493.53683333333,5774.806874999999,6217.524666666666,6865.232678416666,4762.31125,5382.187999999999,5877.256024000001,010069
39.45454545454545,31.833333333333332,36.77777777777778,9794.858181818183,11403.251666666665,13109.996415444442,5708.865454545455,6121.206666666666,6188.768403555555,4807.099090909091,5094.829166666666,5077.901296666667,010073
33.93388429752066,36.92307692307692,33.12380952380953,50130.53586776862,54893.71028846153,61790.57641295241,8487.48900826446,8252.236538461539,9361.57951630476,7369.519586776856,6904.973942307693,7900.971773619049,010078
28.069767441860463,28.682926829268293,27.15,20185.892558139538,18162.919268292684,21465.286789175003,6995.196279069767,6656.582439024391,7627.985151874998,5938.43511627907,5558.402926829267,6333.78535215,010079
28.80392156862745,28.647058823529413,28.11764705882353,56453.396666666675,60424.45392156865,70474.20172039217,6488.017254901964,5969.770588235294,6448.351030549018,5324.094509803923,4738.76411764706,5274.398302803921,010083
40.24731182795699,39.16279069767442,36.96666666666667,21085.093010752687,22748.01720930233,26567.974360822223,7234.774623655914,8135.988372093023,8154.581560566666,6077.628924731184,6856.2995348837185,6919.94942122222,010085
25.105263157894736,23.6,26.083333333333332,25111.563157894736,28212.58066666667,26590.513848333332,5031.545263157894,5364.951333333333,5928.304852249999,4044.5747368421053,4313.393333333334,4855.604877,010086
18.083333333333332,19.272727272727273,20.956521739130434,45242.51416666666,31329.28590909091,29892.24181743478,25618.560833333337,20086.415909090912,19592.299858826085,24024.271666666664,18448.117727272722,16814.90783769565,010087
34.45652173913044,33.404761904761905,31.85,29336.45934782609,31020.796904761894,42748.21752649999,7298.320652173912,7269.873095238094,8015.741395375,6214.485652173915,6090.387142857141,6912.481023349998,010089
33.13934426229508,34.11926605504587,33.97938144329897,32949.645737704916,34673.91073394495,35665.422740422684,10288.250819672136,10875.765321100916,10340.68153713402,8521.006065573774,8591.78605504587,8609.864336896906,010090
15.125,16.571428571428573,16.0,8251.210000000001,8172.418571428571,9801.682413857141,4787.206249999999,4580.532857142857,4934.229583142857,3800.10375,3728.7557142857145,3910.8339354285713,010091
54.133971291866025,53.83253588516747,49.75252525252525,45039.50856459328,42843.459138756,39263.365518045444,11075.336315789476,10851.112918660283,11136.621855621217,9838.811196172252,9374.241818181818,9523.501236469696,010092
16.25,16.5,14.5,7700.119999999999,7894.8475,7849.3333335,6328.77,6241.3,5811.2525255,5359.07,5214.01,4791.303029999999,010095
46.8,66.33333333333333,40.6,7880.216,6120.55,7190.3466962,6559.872,5942.663333333334,6210.520776599999,5507.484000000001,4948.93,5126.5392382,010097
21.555555555555557,19.0,18.428571428571427,9788.724444444446,9826.874444444442,10070.67851407143,5038.91,5361.045,5478.362321285714,4051.974444444445,4404.817222222223,4494.559555357143,010099
31.986486486486488,32.12820512820513,32.68571428571428,29622.413243243245,30302.29012820513,30440.867272042855,9610.121486486485,9940.601282051284,9828.095549257143,8030.327972972972,8455.794230769237,8334.454563771425,010100
16.103448275862068,19.36,18.444444444444443,18852.160344827582,20877.6176,25315.603337222223,6264.674482758622,5966.5055999999995,6337.056613388889,5288.177931034482,4978.6956,5433.585615888889,010101
13.0,,12.5,7358.08,,6123.125,4627.77,,4753.4455125,3571.77,,3601.048077,010102
32.22330097087379,31.127450980392158,28.20909090909091,75290.11786407766,81246.4967647059,95119.99978863637,13560.1067961165,13651.46352941176,15701.957080972727,12042.854271844653,12060.725686274513,13499.972501254546,010103
29.404761904761905,34.26732673267327,34.857142857142854,103961.61273809522,132504.36633663366,132703.4738375893,10979.15380952381,13451.318415841593,12398.52953879465,9350.412261904761,11655.930594059406,10285.695379544644,010104
27.64516129032258,26.676470588235293,27.352941176470587,22398.554193548393,21706.142058823523,24715.638224999995,5319.01935483871,5125.356764705882,5424.936688852941,4166.580967741935,3956.0661764705883,4223.646338411765,010108
21.0,19.25,17.4,8173.352857142859,7107.5625,8909.749171,7229.111428571428,7251.725,7788.9313724,6222.734285714287,6204.01,6774.9103168,010109
38.75,34.5,35.0,15441.942500000001,16298.7275,16062.151296666665,5825.357499999999,5945.1525,6365.962825,4776.912499999999,4903.585,5211.098430999999,010110
30.92,32.0,31.125,7589.226799999999,7920.122666666666,7756.9346026250005,5053.8008,5256.556666666667,5308.717271750001,4102.3728,4372.588,4392.5040958750005,010112
41.588235294117645,41.735955056179776,39.809248554913296,36245.95887700534,34593.95348314608,34175.548658670516,11288.35700534759,10883.58247191011,11020.911581445094,9427.125508021385,9067.232191011233,9299.912217456651,010113
23.071428571428573,22.608695652173914,24.323529411764707,39536.148095238095,35107.22673913043,35707.32032470588,8694.96595238095,7787.606739130433,7130.23080632353,7187.447142857143,6551.90152173913,5699.081521411765,010114
29.23404255319149,29.822222222222223,29.692307692307693,34097.51765957447,40812.23088888889,42489.19948102565,7558.891702127661,7717.122666666666,7815.431944410257,6558.620000000002,6615.7051111111095,6637.3969103076915,010118
22.076923076923077,17.46153846153846,17.0,12200.855384615385,12770.746153846152,13363.816646923078,5630.936153846154,6122.009230769231,6038.530982461539,4651.430769230769,5159.659230769232,5036.549404692308,010120
45.46666666666667,48.76923076923077,61.63636363636363,25124.718,22046.079999999998,22131.558157272728,6225.7626666666665,5510.673076923077,5660.454384272727,5203.6793333333335,4517.506153846153,4541.578293818181,010125
23.63157894736842,24.307692307692307,18.866666666666667,29747.059473684218,34022.88461538462,30109.120508666667,6151.961052631578,6662.1476923076925,6700.502171200001,5148.613157894736,5604.053076923077,5564.416107266666,010126
22.142857142857142,20.75,19.272727272727273,7949.442857142856,7473.87,6380.4434799090905,4625.488571428571,4637.881249999999,4585.862859000001,3743.0842857142857,3690.9575000000004,3628.8453980000004,010128
18.11111111111111,14.5,20.272727272727273,11663.713333333335,13717.809166666668,13983.059522818185,6725.047777777779,7024.175833333335,7574.7420050909095,5640.3133333333335,6017.695833333334,6065.157320363636,010129
24.625,29.153846153846153,26.1875,22166.46375,22341.22923076923,24863.195024375,5153.875625,5802.133846153845,5240.54898325,4169.014999999999,4728.074615384616,4196.584088375001,010130
38.94444444444444,39.03409090909091,38.65060240963855,82075.97477777781,97207.84261363639,98697.77687325298,8219.181666666667,9191.936363636361,8827.665196313252,6713.687000000001,7655.851363636364,7189.53549553012,010131
25.666666666666668,47.0,74.0,10279.966666666667,12678.57,17983.10811,5317.603333333333,4067.125,4205.472973,4540.48,3159.51,3241.45946,010138
35.84126984126984,35.41880341880342,31.7,112901.15492063489,110405.56017094015,119550.9604324,9955.833650793656,9763.831880341877,9849.148399770003,8264.246984126983,8231.273504273506,8274.8208707,010139
31.27848101265823,32.309859154929576,33.03333333333333,35564.80670886076,34125.4114084507,29564.534037466663,10382.826455696202,9725.508028169012,9070.303866966666,9019.403670886077,8012.580422535212,7609.270257000001,010144
33.0,18.77777777777778,30.2,20220.345,23236.166666666668,23569.19292,5296.315,5421.894444444445,5416.5156044000005,4063.6766666666676,4053.3677777777775,4464.3792892,010146
27.714285714285715,26.55,26.35,10613.795714285716,9910.7875,10153.928782549998,5267.736666666667,5053.209999999999,5859.4288132500005,4331.685238095238,4112.6775,4964.4426687,010148
27.333333333333332,31.66,31.125,31980.723518518516,33186.8024,37772.15795175001,8971.516666666666,8868.810000000001,9117.373360875,7565.640925925929,7299.866999999998,7482.619568274997,010149
18.571428571428573,16.0,12.857142857142858,46660.37214285714,48339.649999999994,41608.003788571434,6080.932857142857,6216.637,5629.377434714285,5019.481428571428,5222.201999999999,4545.478896142857,010150
20.09090909090909,22.0,21.31578947368421,23882.132272727275,26777.037058823527,21411.447731578945,5179.932727272728,5973.284117647061,5071.020692315789,4160.848636363636,4896.294705882353,3955.6189949473687,010157
28.666666666666668,30.166666666666668,28.105263157894736,29819.87476190476,28375.48,26430.092755789472,5837.355714285714,5696.566111111111,5548.529126842105,4834.942857142858,4590.432222222222,4463.858136736842,010158
22.28125,23.85185185185185,21.22222222222222,31955.355625000007,32385.527037037038,33815.74490203704,6479.024687500001,6418.370370370369,6931.8232247407395,5295.135312500001,5128.908148148148,5571.514745814815,010164
81.81818181818181,77.72727272727273,77.0,48843.179090909085,44761.41818181818,49371.729322,14323.949090909091,17617.32,16835.0455322,12837.253636363639,15447.074545454547,13826.377597499999,010168
20.88888888888889,17.88235294117647,22.428571428571427,20386.779444444444,15760.381176470588,17548.013971428572,5728.866111111111,5506.75117647059,5971.016854142857,4662.243333333334,4519.620588235293,5052.558115142857,010169
,,13.5,,,25132.9253275,,,5180.0443722499995,,,4192.91883125,010173
30.26732673267327,31.660194174757283,31.106796116504853,95089.71227722769,99701.62048543687,110637.96735621357,22329.20435643565,22478.14864077669,24391.32686113592,20133.207722772273,20299.56300970875,20543.47535526213,020001
26.161290322580644,27.3,25.944444444444443,51432.055806451615,63309.94833333334,82542.19255444444,12461.614193548387,14789.210333333333,18095.551542472225,11092.290322580642,13399.640333333336,16149.028926249997,020006
18.5,19.333333333333332,21.636363636363637,32916.085,34070.23222222223,36510.57856727273,11865.614999999998,14829.026666666665,19304.795947272723,10898.634000000002,13607.625555555558,18022.742831,020008
20.25,22.444444444444443,25.761904761904763,42998.55535714286,45863.922777777785,46901.2489847619,19672.60035714286,18839.642777777775,20762.025644761907,17838.205,17037.135555555556,19064.254579666664,020012
28.763157894736842,27.934782608695652,32.1219512195122,107883.7692105263,112656.56086956519,107948.72904097561,20353.922105263155,20884.34652173913,18926.634769219512,16771.42605263158,16549.7,15844.719927804877,020017
18.0,17.166666666666668,18.166666666666668,13367.678,16139.851666666667,18970.524223333337,12419.918000000001,14194.625,16742.690735,11472.704,13125.176666666666,15668.120571666666,020018
23.9,26.0,27.6,40361.799499999994,48843.08600000001,42704.519470666666,10785.762999999999,19093.052,19240.42874113333,9525.7035,17915.621999999996,18030.84760426667,020024
24.433333333333334,25.4,27.176470588235293,65732.94766666667,87685.93699999998,71929.41580823528,22257.960333333336,24337.466999999993,21410.698673647057,20214.11433333333,22685.116,20182.75471329412,020026
15.636363636363637,21.0,16.5,31180.097272727275,36124.918000000005,57853.10119,11459.037272727272,11525.036000000002,13870.55357,10557.32090909091,10297.194,12723.55357,030001
28.719745222929937,29.433823529411764,29.071428571428573,81621.3669426752,97599.55558823528,101996.56688185714,18708.05044585987,21237.16176470589,22539.363500928557,16923.334904458607,19409.597941176475,20367.367211157147,030002
36.744827586206895,37.54545454545455,37.377245508982035,48398.0493103448,49402.55863636361,48835.433127844335,13123.880827586208,14350.624870129861,14453.301443215569,11777.60013793104,12936.822792207797,13076.32424856886,030006
31.470588235294116,27.54054054054054,25.54054054054054,61392.70029411765,68848.7662162162,68824.25160756757,14529.238529411768,15634.45891891892,16367.695440243248,12976.864999999998,14261.499189189188,14528.148716729733,030007
26.52238805970149,23.0,25.095238095238095,49070.73582089552,54624.574262295086,64411.42093126984,11290.77373134328,10801.281311475406,11715.215010603171,10000.056865671642,9675.406393442621,10369.109708999998,030010
32.91954022988506,33.48101265822785,32.49438202247191,49723.58126436781,48817.97848101267,68595.22918179775,10504.711609195405,9330.26848101266,12183.105332539328,9135.257931034477,8107.122658227843,10769.265736876405,030011
29.84,30.098765432098766,36.70103092783505,43862.74746666667,43391.292962962965,49286.17416814432,10364.163199999999,10164.185432098766,12278.754978855679,8836.7808,8965.257901234569,10981.781619103094,030012
44.53719008264463,41.346456692913385,43.5045045045045,50875.074958677666,57065.3863779528,53954.71975567568,13831.565041322316,15613.350393700779,14109.48202441442,12520.048016528925,14414.695433070874,12784.647018675674,030013
28.178947368421053,30.125,27.927835051546392,69053.7565263158,77537.96329545454,81975.27544278349,11745.64252631579,13011.328749999999,13236.484763257726,10440.367789473688,11556.834545454547,11593.970633701032,030014
21.307692307692307,20.2,25.428571428571427,74995.6653846154,253218.88600000003,81162.90407714286,30881.543076923077,55747.45599999999,26967.738282857143,26664.899999999998,52945.556000000004,25446.51239714286,030022
34.46666666666667,35.81481481481482,34.70886075949367,55397.13433333334,58500.5240740741,55031.03917974684,22891.39933333334,24991.039259259265,23073.969300126584,21060.739111111117,22924.48160493827,21188.894207240504,030023
29.536585365853657,30.296,33.264462809917354,94894.58406504065,100903.96872,104622.87972983472,22031.48544715447,23349.5248,23870.43427840496,18883.029268292677,20977.965279999986,20293.290387107438,030024
27.307692307692307,21.85,20.04,53073.402307692304,43804.373999999996,52488.2231056,13220.567692307694,11639.221499999998,12177.332664160002,11876.787307692306,10342.907000000001,10828.141974759998,030030
22.555555555555557,20.705882352941178,23.0625,50539.362777777766,37884.45176470588,43423.93509999999,6973.458888888889,7523.0041176470595,9241.8652855,6018.529444444444,6306.141176470588,8128.0073566875,030033
32.875,32.722627737226276,34.47651006711409,77848.1169852941,99471.35328467151,100637.32152228188,12733.407573529403,14576.435985401458,14372.79282608053,11151.58110294117,13207.3803649635,12726.70312867786,030036
27.964285714285715,42.5,37.88461538461539,68384.50035714285,105632.83349999998,97160.43017576922,12909.085357142856,20623.979499999994,19170.562109230774,11548.937142857143,18759.4475,17652.270779038463,030037
31.405940594059405,30.49532710280374,31.8018018018018,73179.81524752475,76839.75803738319,75545.65601756757,13116.700495049512,13485.416074766352,12468.173897189186,10537.677623762376,11380.380093457945,10919.021489621615,030038
24.355555555555554,28.170731707317074,29.15,31640.201111111113,30324.650487804876,31796.307913499993,11458.65666666667,10170.570975609759,10381.4978796,10078.994444444443,8652.85292682927,8980.397789675002,030043
31.169014084507044,30.676056338028168,33.064516129032256,61524.26098591548,74342.61647887326,71837.94574774192,12084.421971830985,13844.88901408451,13176.936942854842,10774.966056338026,12739.424225352113,11829.939924580643,030055
38.13492063492063,37.97142857142857,38.25688073394495,53708.38714285713,65496.36866666665,72639.68866706421,10936.201111111108,12678.631809523813,13874.134286899078,9597.018888888886,11136.596095238094,12499.662994247707,030061
24.545454545454547,25.966666666666665,31.0,38772.3,35395.865999999995,33705.11042535715,13421.879696969698,11158.570333333333,11549.262754892856,12260.031818181818,9941.842,10410.072967785714,030062
24.795454545454547,26.027027027027028,25.069767441860463,79534.85765151515,82019.31225225223,82237.5165300775,20517.19121212121,20662.918468468466,22792.80153371318,17426.358560606055,18461.523693693685,19301.094174612404,030064
32.25217391304348,33.03448275862069,32.275590551181104,57471.629913043485,64643.43543103446,70467.53228874014,13754.273652173904,14944.063017241384,14897.155945527562,11932.32052173913,12854.685258620693,13300.54680487402,030065
21.166666666666668,21.0,22.5,25255.341666666664,33114.013333333336,31502.736969999998,13403.276666666665,17455.316666666666,16857.690987500002,12133.199999999999,14863.256666666666,15098.960414999998,030068
30.36111111111111,34.6,31.4375,66647.09694444443,81928.04292307691,87922.10070468749,11296.23305555556,13119.785076923077,13068.207201843752,10059.858472222222,11573.67846153846,11452.725442781251,030069
20.142857142857142,24.1,21.2,9146.97,9402.506,10206.308943400001,10851.715714285714,10509.59,11056.600683999997,9997.205714285714,9698.837,10072.681482666669,030071
23.428571428571427,26.25,23.5,12295.524285714286,13818.6575,13438.23643,13267.125714285712,13221.8625,12461.304139899998,12296.125714285716,12101.56375,11325.610863099999,030073
,,14.0,,,8729.179864333333,,,6009.931372666666,,,5093.422322666666,030077
,12.666666666666666,15.5,,15065.6,8797.104166500001,,14064.223333333333,12202.422915,,13193.273333333333,11360.614585,030078
18.458333333333332,18.153846153846153,20.652173913043477,30163.2925,34276.353461538456,41496.01167347826,8271.718333333332,8221.394615384615,9236.726419695651,7205.124166666667,6832.827307692307,7752.958801652173,030083
25.0,15.571428571428571,18.857142857142858,8327.313333333334,8591.972857142857,10806.950258428571,9737.936666666666,11629.7,11290.910399142856,8748.653333333334,10631.587142857144,10279.84582442857,030084
32.71568627450981,34.09615384615385,32.88775510204081,67764.56029411762,74061.83009615385,75104.07543806123,9860.07049019608,10447.615673076918,10814.494626265312,8630.085392156861,9168.843750000002,9477.215483153062,030085
36.26618705035971,36.3006993006993,37.79710144927536,77372.08273381295,82932.08251748253,77221.71007507251,13116.549784172654,13789.321888111886,12375.70503234058,10850.137266187046,11701.253496503496,10657.37334694203,030087
43.504,44.16949152542373,46.271028037383175,55448.82512000003,55101.30016949151,58985.57937439253,9876.293199999993,10001.866949152545,10600.9034744486,8507.7028,8669.28288135593,9159.693103056077,030088
31.514851485148515,31.666666666666668,32.306666666666665,62474.800594059394,72842.01518518518,81287.85521760001,13894.177920792079,14760.64913580247,16173.543380906673,11987.819207920786,12689.602716049383,13909.376679386667,030089
28.613333333333333,29.89189189189189,31.493506493506494,62695.019066666675,69085.78162162162,68079.8576972727,10817.934666666664,11474.724054054055,10954.693873792206,9249.844000000005,10041.124054054055,9054.447489883118,030092
40.9009900990099,39.1078431372549,44.11702127659574,51691.46653465347,60350.05117647059,59802.66478702128,10642.947524752479,11633.534313725495,11189.43089729787,9372.116732673267,10317.918333333333,9898.336541893616,030093
26.79245283018868,32.04651162790697,30.768421052631577,43990.10924528303,80127.97011627907,91282.36793642107,11514.609433962263,16754.439651162793,16982.864430094738,10063.747547169809,15372.62372093024,15572.515725936844,030094
28.50793650793651,27.755102040816325,31.38888888888889,107824.5007936508,125922.61612244902,114854.88132305557,9879.87126984127,10649.307346938775,9376.364015083334,8466.802063492065,9180.497142857144,8062.255775194445,030101
36.96363636363636,38.952095808383234,40.034285714285716,57372.14806060602,59293.267664670675,58812.95621565713,22865.534424242418,23167.379640718547,22792.498298274273,15955.26303030303,16067.707904191619,15825.483385662865,030103
37.348837209302324,33.270833333333336,32.244897959183675,113962.96767441854,121635.95354166668,139500.57329489794,18358.75046511628,19171.741666666676,21769.23680320408,16109.99418604651,17564.262708333332,19668.95234842857,030105
75.0,82.2,113.25,54399.948,82486.452,101136.07733999999,15670.497999999998,17884.768,19051.131775,14259.423999999999,15154.928,16603.3081825,030107
37.6,101.75,117.33333333333333,38599.342000000004,38069.11,42676.4365,17113.914,15152.822500000002,17431.71789,14461.507999999998,13607.349999999999,15135.619550000001,030108
24.32,26.0,26.50877192982456,34489.89839999999,42511.164444444454,46192.547481754395,8430.8298,9631.429629629627,9193.19168626316,7240.634000000002,8251.057777777776,7828.128063824562,030110
27.25,31.75,30.16,38257.6590625,35832.829999999994,43959.478551600005,13703.38375,13010.0365,15087.9379386,12162.320312499998,11541.768,13722.840436959998,030111
77.33333333333333,73.25,72.0,68798.96333333333,100675.925,92042.54812999998,11401.4,17069.447500000002,16696.717456000002,9330.453333333333,14370.6025,15124.158529999997,030112
12.333333333333334,17.0,15.5,11523.623333333335,13932.476666666667,10905.05403,14000.276666666667,11896.82,12260.7775425,13187.243333333334,11034.19,11216.641932500002,030113
31.03846153846154,33.05263157894737,34.48148148148148,55570.08999999998,55945.471228070186,60663.76675185185,7419.474807692308,6914.876140350876,8187.175791296298,6208.252692307693,5815.859824561404,6921.376650814816,030114
32.71111111111111,27.02,27.849056603773583,57561.818444444456,63261.93500000001,65102.95014056604,12342.355555555552,12718.1024,13064.302901660378,10064.307555555557,10610.644000000004,11222.135130433966,030115
23.391304347826086,29.5,29.416666666666668,52216.547826086964,64779.40857142857,71257.49505666667,6653.974347826087,7437.578571428572,8649.200012250001,5354.567826086955,6138.45642857143,7361.0265161666675,030117
26.166666666666668,27.166666666666668,,26952.082916666666,24642.096666666668,,8078.157499999998,7443.335416666665,,6897.687083333335,6266.488333333332,,030118
32.82608695652174,31.76923076923077,31.57831325301205,63524.60028985507,76736.66346153847,80295.81450180722,10756.11623188406,11973.285641025643,11793.441870759036,9026.910724637683,10511.637820512826,10450.437724469879,030119
11.0,13.5,,33203.09,54931.655,,7649.73,15527.18,,6749.36,14630.68,,030120
25.25925925925926,25.862745098039216,26.67391304347826,81456.03759259259,68617.14019607841,79634.8370623913,13814.442777777782,12267.490784313724,15607.756187456524,12309.05925925926,11006.949999999999,14069.045534826084,030121
27.017857142857142,26.245283018867923,24.9375,45957.39892857143,53470.85641509434,63893.713538125005,10058.754107142859,10984.440377358489,12070.307461041666,8715.800000000001,9684.270377358489,10585.817181958335,030122
32.84444444444444,32.20338983050848,35.111111111111114,57612.47577777779,62907.98254237288,61385.35592571426,10370.129333333329,10694.05305084746,10369.133906825396,8046.359333333333,9080.042881355934,8589.960371444444,030123
18.714285714285715,18.545454545454547,24.4,43738.961428571434,43479.68727272728,48032.05813900001,9784.42,9392.49818181818,10250.1943928,7706.445714285715,8091.852727272728,8412.5364189,030130
145.33333333333334,155.44444444444446,159.0,48722.39666666667,78732.87444444443,76794.538225,16448.302222222224,21859.079999999998,20611.226757,14135.323333333332,19916.277777777774,16877.938860999995,030131
