medicare provider number,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number
450231,,38169.99945955,,527987.8285714285,70022.8082781875,1782995.3302670002,,,,,284345.0,51595.0,2426627.2191749997,475515.4455475,,,,5872.0,16249.303210586955,46.33332748066667,,137416.5,55325.18021481819,,81272.3622435,59008.42245571428,,,46158.0,450231
450346,3079.1103508429333,640246.2154535843,141078.4028187889,719.9996009199999,19518.428761134783,37441.9790865,1204577.128331111,41122326.1955,,,8119830.678262501,1252248.5569231668,2552495.4480577777,469501.36393672216,,,,1515.3327406224998,,,,,54048.8962047091,1633.999501264,95460.89803669012,29123.54693823667,,,,450346
450358,14497.998944016666,44458.4829835,226672.18485186665,119364.0,133121.813505625,,92948.27945214287,,,,935200.8416433333,203844.3738587333,,,,,,,,,,,8059.698855420002,3912647.463399375,342842.0128976,559338.2058044444,10160595.288013043,,322888.3166469565,450358
450372,10390.883869144447,,,153507.282049,18442.812835531815,,,,1403.99966525,31024.992603,378784.581686,94327.8594401,778768.0066600001,188026.228379,,,,,,,,102797.47549000001,,,50247.321353666666,,,,,450372
450388,888846.173353,585977.5737743212,12057.324793933332,24531.049921576247,83341.77736609524,12311.6637316,1409043.6459599996,1439852.8824866666,232533.36243571428,,4619836.214355555,913061.578596111,9575389.147270586,1792852.1544117646,,,,26367.989728757148,2393.7494292750002,,,10269.1975475988,5.9999985695,455491.8379300001,69241.9834915,115664.46684064376,10127820.538227778,,82373.21602899999,450388
450403,,,17115.992093574998,81.99995603549999,5682.075317983846,,577307.2133477777,120710.9636384111,,,2062441.4794761108,341318.67105405557,1393717.988429611,197807.60385909997,,,,1238.4440772366665,,,,,,,7.499993195250001,3399.9977873999997,,,,450403
450424,127977.97910999999,,8082.0,7201.0,20624.911547130436,,,,,,882700.1169285715,126553.55807257142,,,,,,,,,25.999993311,,71139.19539380001,1870.249959875,,3399.999299,,,,450424
450431,280.5,,64.99999749199999,176631.4136,96836.37568261905,,241516.4876285,94895.61292862499,44107.982363,,3038682.6008575,486351.395376875,955806.1532131251,156996.167583625,,,,17080.586591,,,,,,371029.8518835715,,12143.59889554,,,,450431
450462,7506.9964202,68319.4674235,366342.825315,632313.69849,149502.780781,,,,,,,,,,,,,15061.164409358333,8486.639535707141,,,180673.16384825,1317.999371525,384432.43747819995,,76765.745574625,,,33906.03912164546,450462
450518,1744.6244735429748,2955.110098375555,,,17587.826622654164,,,,,,2638575.405144,546397.9932027999,309191.389423,36934.98679075,,,,1990.7610912095236,,,,1990.66607584,,,7315.283298788571,1088.49961072,,,,450518
450563,3560.1990436700007,20635.867995675002,35128.239537012494,113025.96541336365,13526.042320631905,,,,,,8144.4971809749995,2432.2490731425,155187.63410790003,41610.684942700005,,,,4334.373480825,,,,1046458.75051,,46.5999888898,1056.4993892,977.4997669449999,354003.04213533335,,13003.496899499998,450563
450610,299.999704445,26179.489942416665,,32950.985423499995,19109.323037833336,,138179.49664277778,1266208.4472155555,0.49999988079999996,0.49999988079999996,1048555.1818823889,299808.650898,1832015.3473405556,517672.47115999996,,,,4917.7256910999995,8854.210612664288,,,,,49166.16465336364,25923.993819299998,51051.207277455556,,,139250.79788679772,450610
450617,,,14009.0,245.0,27129.748037916666,,25411.498972499998,771667.85188375,,,15040455.9373644,2106324.154084333,4865597.434796,642078.7248429437,,,,5069.285564457144,,,,,,,,9797.3991866,,,,450617
450638,,,75776.445573,,15302.55898332478,,,285949.0956666667,,,2264503.0595133333,243227.4326406667,3522252.459939266,504459.99560366664,,,,3338.589673127273,,,,,,585.99966556,62221.02113741905,13815.395602859999,,,,450638
450639,1427.499541915,83806.4594715,,,23291.737480425,,,,,,10293419.0919,3081500.53065,,,,,,1113.2494516425002,294.1998786856,,,,,,,2353.831288834333,,,48873.9771142625,450639
450644,46674.996062,696.499859535,6548.748566,,10231.49917805,187191.0,72840.496949875,897445.2364057143,,,249619.918728125,46421.9959411875,4588792.395246667,698087.6052086666,,,,,,,,116062.0,,,,6768.49967895,,,,450644
450647,53879.5801456,438.8332287076667,51255.18340184,,53033.11783437499,,443481.7897018571,862983.7287411111,,,2617242.960981875,362135.54680625006,5203647.323481167,758490.0040020777,,,,20023.5763506375,5048.9564229416665,,4288.331594133333,,6471.4984571625,66256.12100916498,,36845.989782633325,2117282.3841175,,,450647
450651,353.1999078572,2772.599469126,9762.1975312822,3104.9991665349994,16668.246605125,,182581.79559733332,31838.73888205,,,2425280.3404888236,315752.79307117645,7674147.365029539,170167.4443818,,,,8638.497523245833,10717.0386967,,,,69.9999916575,,,34692.3953408,,,,450651
450670,473.27257175472727,465.49981431520007,466.66635713,,8108.114881682353,306399.7269474,3120425.8560199523,0.49999988079999996,0.49999988079999996,0.49999988079999996,1172035.7883816466,243610.4128179,1987570.3566359766,491287.493816375,,,,733.5553437222221,3417.7486260900005,,,370054.69551799993,,,14844.66216064,3566.6650787833337,,,,450670
450672,82.49997082224286,44.999983906749996,,15305.883035316669,14442.539187855908,,191299.6036441667,,,,2453699.3238100004,348454.0031034286,239625.3533759111,29006.211401454333,,,,321.74988718875,1481.9994180266665,,,,437.99984335875,,1403.6660372799997,10864.595439239998,4314746.852071429,,63492.30998,450672
450674,44643.322689666675,46594.23889125,109584.935808,13184.246856560501,5292.639837267144,,2696.9993569666667,142670.62902823332,,,57801.31515354445,8287.775343135558,1498850.5777301763,204691.92027419413,,,,15064.74465945,,,,,,1429372.291933461,11059.497363152499,,,,,450674
450675,186.49995553500003,362.999913455,,,19499.742659948497,,29798.41816252857,130398.28778322221,,,545369.4546018749,58031.8549945625,2274926.8004622776,273881.18855302216,,,,4621.433185033043,1490.3994888129998,,,1410.9991790299998,,,3513.331255273333,932.7497776099999,,,,450675
450684,,77730.59729460001,,,6538.749576325,,372877.71952,450705.1148677778,,58895228.142,4061122.0737433336,859753.5699766666,1727328.20231,376273.006488647,,,,1657.499665387273,3510.9075864363635,,,584779.0,,,159.99990234,,,,504.99989833,450684
450686,644738.0,1620273.0,,,579.799947025,51054281.51892857,27622551.172571428,2269202.3643814283,,,19538136.958553333,5228106.52494,4129179.181184666,969452.3727419999,,,,8708.398253440002,5297.99986085,2725.761614533333,15064.142165100002,,,53.0,566111.1131114286,18796.499331125,1229886.449568125,,,450686
450702,,10311.249122425,58230.0,42215.0,9693.998469720002,1444704.86025,359257.718665,260741.61806500002,,,5010489.962742,766879.6627740001,2134956.3016076474,274924.41721882357,,,,,,,,,18418.0,-248.0000317725,,3400.0,,,,450702
450709,635.74970023,13151.547231241111,2756.8330173566665,9073.6625034,8912.184852954375,1611836.8657249403,0.8333330888166666,375578.2237101111,865.7497904614,18.666649205533332,256506.84630986664,132237.34852399997,1938298.7971799998,500209.730945,,,,,,,,535067.6735258334,,2044.99951245,0.9999991953,,,,,450709
450713,,,12666.0,,21178.884984055552,,302784.94036249997,172226.717795,,,2879320.7480188236,402453.6970305883,2453456.411222941,299514.18362076464,,,,878.0474182876192,1734.4996079016666,,,,1397.9998333649999,,,46844.37289875,,,11962.331907366666,450713
450742,,,12959.987425966663,1862.8566375285714,9630.996562287499,,53559.983858488886,26206.660511666665,18717.4955375,,127989.4915376706,25900.049370817058,806294.069452,130610.75402526667,,,,2255.69146956,,,,1038.99925999,,,27908.842160574997,,,,,450742
450743,25536.11263940013,3541.9081449163637,14846.496460100001,695.124756004,12881.996114801666,4827510.848999999,1488856.8800933333,1516032.5308157143,,,2716831.6740157143,676089.4548985715,6122632.309367144,1475547.8731520001,,,,1981.4160364108332,,,,,,75014.98196173285,624.999850985,4904.99768545,,,,450743
450771,3041.66488939,307648.8533,811694.5909133333,15992.664478605,60072.676296218175,,560554.3219,,,,560554.3219,190431.895205,,,,,,7091.665782216666,,,,,,4.999995756150001,4780.0,19288.3986302,,,,450771
450775,775081.6303983334,,,18300.99015956667,18756.24076644,,7409.853679985715,577495.0301144444,,,663813.4660801922,70349.66056604615,3995331.604306111,475910.9925193888,,,,2141.3466370075653,,,,34570.4835155,,,,497.49979577,,,,450775
450779,641.999557276,13257.279464633335,2937.4985993000005,112180.89431961252,4921.997653033332,2528885.5179999997,427275.046254,,,,8466.495963,2994.4985721,,,,,,1731.537626905385,,,,2713.4987061,107412.79137882999,7233.370965426249,,,,,6292.8538949271415,450779
450804,,,,3927.624811375,6232.888321966667,,47928.5,67416.9996843,,,1129705.89644,122899.77726,1435132.6857254163,202756.658478725,,,,,,,,,,349624.868835,,1955.0,,,,450804
450809,1986.3994596787002,74581.9822185,,17655.995790499997,17059.868750406247,,89690.51875055552,248398.15323933333,2787.99933525,,1115099.1972627777,216800.18584977777,1114225.3086007223,172346.15800744446,,,,10407.385504611111,,,,,,,199.99995231499997,15812.993963442857,1403513.21672625,,,450809
450820,91889.940411,,18124.663846,69216.81139674546,18215.997875163637,,26901.0,,,,263260.24413106666,58201.499296931666,,,,,,,,,,,4421.817571075455,,,6875.0,,,,450820
450822,8390.8333307415,,820.0,7609.0,7108.665957955555,,1176.9997806000001,31564.0,,,69931.2703299909,8405.908723636363,548116.6452986667,71595.66483405555,,,,1768.7141343571427,,,,614.0,,,,1955.0,,,,450822
450844,-441.0,,25302.99945425,171374.84452038462,32993.49881357143,,19097.83222745,,,,130649.63978714285,25842.355062057144,,,,,,,,,,,,,93349.0,3399.9985979999997,,,13572.0,450844
450847,,567.99957192,7683.0,,7167.599959331999,,371551.19526534004,484780.576164,,,1320165.8571015385,340204.44088470004,1894483.781026923,480547.70969461545,,,,2856.3330586333336,,,,,,,169.99988094,3400.0,,,8266.666666666666,450847
450848,,49738.60223033438,,1944.9990725566668,4596.9978079249995,,258776.65596588887,298094.7493833334,0.6666664160666667,0.6666664160666667,999352.6662098332,277916.1944244555,1734058.8358811112,450315.2526853889,,,,,,3.49999833105,,,,,12047.993274749999,,,,2028.1656394,450848
450862,,,,226092.97695133334,,,,,,,882862.9108612499,195058.89626885,402460.904045,83745.980033,,,,,,,,,,,,,,,,450862
450883,2315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450883
450888,,,,,,,,2438.9998716,,,,,794501.333048,215000.66631,,,,,,,,,,,,,,,,450888
450890,32431.596814999997,,3063.0,78344.4946682,7087.199937796,,,,,,98685.45171000001,29980.986558,88510.74156675,25914.8728435,,,,,,,,,,1738.7998991299999,,8354.0,,,,450890
450894,7944.461454513846,,,2038.99989298,1115.49997425,,,,,,,,,,,,,,,,,,,,13358.0,,,,,450894
460001,1116.0,754536.79582,42452.78673304167,749620.9821925,286451.38804813335,,,962607.4863,,,2085230.0,729591.0,1957344.2631694118,737379.2831558823,,,,11432.383979861539,,10118.898775689999,,,,,34582.527921076464,36155.76817046154,,,55526.994349,460001
460003,182.2499490655,52326.487525325,4604.99890205,,5859.24785605,,128408.46938649999,,,,2309903.8063536664,766456.6723644444,,,,,,813.2938256135294,,,,111.66663006600002,2732.24872785,,2407.99822725,34348.24181075,,,,460003
460004,,572686.1955809091,1212.12500232,,65379.26974645455,,,576168.96523875,,,,,1226356.454879412,402967.7762288235,,,,,,7629.415954083334,,,,,22741.641760221424,15047.665045233334,,,,460004
460005,2101.9980238,6240.9972299916335,1275.7492405149999,3462.4979744,6745.224621946499,,140972.0517224222,106962.96346733333,,,500521.9220224546,164797.46665945454,189212.10832733335,71263.14035833333,,,,2812.570189480952,,,,22530.4946285,609.999382715,238.99987887977994,,4137.397294322,,,,460005
460006,,1769864.2744824998,87603.0564614375,,147250.89891027272,,,223854.9974325,,,,,369567.7898470589,145937.22141470588,,,,,,,,,,,26301.685207118746,5538.666631,,,,460006
460007,,40335.21925422222,2010.3332593100001,,,,,385153.3962508714,,,,,417320.4060095,189758.05175135625,295.999964416,322.599940738,,,,,,,,,6079.933110379333,,,,,460007
460009,,1010058.3591740001,,,77227.64825433334,3730821.9997750004,4079866.689466667,1846596.0232488888,5319378.1707,633624.5563657143,7799563.613166667,3738838.054222222,1846596.0232488888,959542.1846172222,,,,15502.41169502917,5086.914904337499,3817.1651898875,4279.081869799999,,,,57290.98634066668,183626.47336913334,3938180.4118929165,,304362.80710836366,460009
460010,,2891108.6670125,44146.67913104546,,45006.37113125,,,323616.84666125,,,,,1161334.809832941,394209.78809664707,,,,18194.414665416665,3464.583202679167,,4066.041098570833,,,,59701.82966608333,42050.21655244444,4231078.2295625,,,460010
460013,1126.399696122,818.1108729542111,2910.3325312377783,151.64278613439288,497.33321236024995,,87329.41669711878,78122.47623621668,,,411734.28528091667,149295.78318466668,89111.39959527629,37288.98372209158,,,,272.3075832909231,,,,408.2498697795,16.428567512285714,,,,,,,460013
460015,,186989.08082099998,-200.0,,12257.726227827272,,,,,,,,591219.1486300001,220993.15079833334,,,,2158.4443267222223,,,,,,,12766.833253066667,7819.9998662,,,,460015
460021,131953.465755,378733.1852232916,,,14662.373820822499,,,1044792.0373325001,,,,,1440222.8101564704,593542.9790488236,,,,4112.666339655556,,4317.499925083333,,59571.494863,,,26050.570645137857,25687.666227866666,,,,460021
460041,1188.230445117692,-504.9999398,19.999990746333335,17030.71244623693,1293.6360537588228,,,,,,407881.55187333334,122866.30573099999,,,,,,1866.4281090233333,,,,,7.99999904655,,3565.3314513666664,,,,,460041
460042,4001.3315661839247,2117.123839753625,,39776.36562891462,1722.1240210161252,,112775.93576833334,,,,293704.46909262496,72076.08653671251,,,,,,,,,,13919.6586429,,,81.999960898,18084.491376600003,,,,460042
460047,4519.069862093571,116002.5832445573,31418.333883173917,4093.2476610650006,17917.292025651503,,1005943.2601699999,,,,1548107.2975683333,377068.24344099994,91500.478185,22510.494633000002,,,,6042.85488897619,,,,42820.64989166667,1832.33212285,4.99999456405,,42662.41099668572,,,6345.79697674,460047
460051,5058.1987677414,772.9998054628574,54.999986887,38865.3297047,6378.123013756249,,,,,,751074.807215,248462.4099665,,,,,,2882.544380836364,,,,,,,,,,,,460051
460052,3925.691942587692,5685.822685847058,30193.797594506002,,544.0,,89607.330251,23894.9965325,,,157631.44389827273,39462.36211863637,36142.7494435,14399.24892975,,,,3766.9226834153847,758.5713045414286,,,25.0,,,2598.99986355,3909.9998662,,,,460052
460057,,28977.27045061818,2017.16662565,,14209.247993475,,,65716.9965755,,,,,197267.32889154545,86147.2625779091,,,,,,,,,,,,,,,,460057
460060,50.99998784066667,389.6665737600334,,,1093.2955411714286,,,,,,,,,,,,,,,,,,,,,,,,,460060
461302,9565.999140272223,31.999979766,,,,,,,,,,,117847.10840933335,67458.21712322223,594.3529004141176,648.7058377347059,2323.6467537654707,,,,,,,,16101.999233033333,,,,,461302
470001,,2121594.984848705,16710.246168,,,532998.7367302222,16880.990933375004,750171.5877003333,145191.7116886111,27962.986666233337,26267.653896922224,13108.159779777778,4250563.137040908,2134557.2680672724,,,,,,,,,2563.6237442012502,,150163.91277586363,,,,,470001
470003,2073.9990110500003,,,683706.673985,650.99968958,,15674112.38541111,106173976.331,,,17227453.04328333,7809005.851738889,106173976.331,52421398.44877778,,,,5205.637293153332,,3320.1651220590006,6935.7602375999995,,,12143.99420935,1071674.488965,14146.659633414449,1303433.3980533334,,46912.59268996923,470003
470005,,170230.26289433334,19397.76579525,105514.94968599999,28439.47798,,,,57377.19350209999,,,,,,854.8495588016,872.9495251641998,908.7995030530534,,,,,,,,721273.1527819646,4257.426008077586,,,,470005
470011,184.44434516629997,1070.5655294988824,,,,,,,2523.9985103325,,,,,,,,,,,,,,,,186546.9846687857,,,,,470011
470012,,308704.0759755556,,,,,,,,,,,,,,,,,,,,,309217.2098466667,,,977.4995339099999,,,,470012
471303,7972.870684205,286428.8030396875,,,4436.497529033333,9303.745563575001,,,,,,,,,352.3748373118125,352.3748373118125,246.31237476599998,,,,,,5708.663791711334,,194177.907411,,,,,471303
471306,,,,1368790.026084,-243634.52601666667,136573.26467266667,,,,,,,,,117.7691756426923,117.7691756426923,14.61537751136154,,,,,,,,,,,,,471306
490004,,53133.9904965,,,119239.28018571428,43054.13869871428,5133955.060671429,,,,2845695.204566667,1572082.9534333332,,,,,,,,,,,-69.99997258,,60051.982704999995,126815.99019233334,,,,490004
490007,1145.6663935115998,,1409739.510605,179999.957085,63219.600511307704,,4386502.1743125,80769.618321875,43207.0,113792.867508875,30254599.0575,10456370.3836,262683.60719125,80485.62369437501,,,,4845.363566309091,2526.0412807083335,2856.2081194541665,,,,500703.88061999995,438845.2699367563,233480.21156307057,5017553.236687499,,630623.10209125,490007
490009,,,,,,361499.91381000006,11979902.703722222,5012162.243144418,15260.366287252074,0.49999988079999996,42526106.46533,13295355.397920001,6253869.62682497,2832175.4796999996,,,,11742.567128066667,2793.3322790791663,3717.2209662888886,,,,,,90185.27392490002,6989350.182895833,,166124.27918762495,490009
490018,29768.290362791668,1594890.321186652,34265.3989726,,45164.703053666664,,,,,,13656341.71375,5594563.4979375005,,,,,,,559.4443970277778,,,,,,,23886.3978596,,,,490018
490021,,51010.1951712,1161107.6355565216,,68532.94809252808,,1396452.1463857144,1955041.8172975,834802.1558275,,3103227.5487142853,1424534.9917857144,6341730.0541625,2601660.09109125,,,,3862.7776291444443,2967.863376109091,,,,,,,698562.3819651437,,,1465349.7730078264,490021
490022,32376.0,,228738.03287619047,,,,10102783.4603125,,,,9146714.964722224,3390888.4447555556,,,,,,3391.7997658120003,6050.791346357917,,3251.4281692550003,,,,36312.0,156713.1593709091,,,456359.4808225,490022
490024,23875348.6155,6559405.47204,11369981.144009955,102827.37068225001,131673.98623871425,,990433.9876611113,,599719.2140350001,,5116835.29016941,1788861.7996052937,,,,,,12364.56471562857,4621.8158848916655,,3284.2983897830004,357045.49045429996,,108392.20567806216,100042.40428212857,438442.05915615556,450442.425195,,1063867.7873627916,490024
490032,,128840.04243533332,104439.33694270834,140063.15964779997,,833903.3715279164,78029808.07744443,408139.8549016667,,,225088769.50711113,69439169.5480611,1148834.8266057144,361321.0779465715,,,,15231.244603791669,3573.9153106624995,2736.4572668775,6196.039279249999,,,919258.0614520833,3022.5992793719997,88045.20535191766,5417104.724558334,,202796.06081991666,490032
490040,3147.4598763,653423.755705,,,32561.968307185718,,215689.98111571433,,100213.5993836,,2071420.047082,747195.5298628666,,,,,,4597.66012062,3119.651483171429,,,,3255.825988633333,14656.9560491662,949.1798684099999,30841.4960045,,,84325.1972602,490040
490048,,2236.9991431725,,122230.32659833333,22167.664569066666,,142028.994794,22571.99971466667,12602.9995318125,,1125107.7076285714,320291.96810142853,119796.18093974999,23439.68634688125,,,,,2763.0866989782608,,,,,,,24006.398322,,,718401.0,490048
490050,,6297.9966313333325,,,17164.138548971427,,433738.21147375,928957.1857060001,122328.0,,1621170.0163216668,530768.6481733333,2311263.7327176924,779480.7310877691,,,,,5475.0,,,,,1597780.3763977499,,67394.32968033334,,,,490050
