Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges,Average Medicare Allowed Amount,Average Medicare Allowed Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Payment Amount,Average Medicare Payment Amount,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services,Average Medicare Outlier Amount,Average Medicare Outlier Amount,Average Medicare Outlier Amount,medicare provider number
23387.443124699,19234.625870945394,14010.894507457298,6922.0993548387105,5347.408492419949,3649.9754122382537,5829.21435483871,4407.463757579189,2969.8904753564316,0.0,0.0,0.0,0.0,0.0,0.0,140008
50574.32594000933,44089.18574293846,32035.14189725456,10886.81305643453,8855.212442026072,6447.736899422284,9722.67932481688,7771.37730112258,5605.31942596117,25.0,57.13333333333333,20.391304347826086,2132.645041688859,804.4129162938062,943.7770361815454,140010
,28352.36397505288,21179.42557953587,,3806.335004890342,2446.678912566112,,3024.019458700356,1968.9714082678813,,0.0,0.0,,0.0,0.0,140011
38872.844594660855,34352.242989573235,21176.751217853165,6756.753999999999,5282.6481153691875,3298.186108058089,5620.98,4324.290671667134,2643.911452241363,5.0,10.0,3.8,510.6858399999999,713.931287450979,244.13898307189467,140012
51912.93149853797,36602.59171924491,28047.79881253466,8987.288684210525,6253.912548416807,3706.89770832785,7995.6019736842,5355.219728040417,3090.5147189542245,7.5,12.0,1.3,1021.92407333333,572.609664700544,106.207123076923,140013
66186.57988175556,56899.96395270181,32616.75398078993,12104.193600762885,8424.879974018842,4931.147716399672,10881.151745924175,7359.950503915639,4206.382653833206,0.0,1.8333333333333333,1.4545454545454546,0.0,83.66141212121201,109.03468998895772,140015
44718.01123860175,34657.05488979538,22018.971168956443,7100.931489361699,4916.568072779066,3229.996350832434,5999.221914893615,4072.0565433825427,2603.6949672691485,,15.0,0.0,,1092.42952,0.0,140018
,8163.25110389597,8632.992729779337,,2049.3132467532396,1933.92496323529,,1628.4332467532402,1540.10110294118,,,0.0,,,0.0,140019
64949.52468372062,53859.37930687156,38587.00865296965,11695.558318661968,8628.954643654746,5418.4715250046,10510.934555946787,7600.736228040012,4647.402231513076,0.0,8.375,2.0,0.0,219.59997208333323,159.6111783950611,140029
59513.05146311809,37160.40989408917,30521.711204178206,12537.08151772575,7870.36314423638,6089.669347232961,11431.044937247607,6828.703691011188,5325.0851531339795,2.8333333333333335,11.25,0.0,179.259198039215,162.37806472222124,0.0,140030
41835.392717026705,25740.711112786314,16537.117700089962,10711.908118872549,6125.601228141529,3535.0866226096437,9571.61957720588,5154.467111433989,2892.5619983338,0.0,5.25,0.5909090909090909,0.0,107.783025,66.64678461538455,140032
,18313.310729232468,15848.028974458579,,2905.103267811257,1927.0430910546368,,2303.5449541749,1488.3159255476057,,13.5,7.0,,582.536318518515,505.8053,140034
,70528.74959481065,44697.980368626355,,5702.222730614969,3086.020037180838,,4920.469976604273,2559.4376182216256,,4.0,0.0,,449.64686666666665,0.0,140040
54043.09793880834,34136.4548772947,21893.432001845562,7465.147632850247,4700.010305334889,2945.4776796584974,6333.3696618357535,3857.31434432728,2369.3365888152443,13.666666666666666,44.166666666666664,16.0,1196.8824598290569,1422.31853170668,710.2497947760675,140043
48051.0748161987,43554.23141432982,30945.37321243856,9914.576339077075,7321.546302741077,4733.8247867235805,8766.26730426102,6359.627041562694,4006.7333859521846,8.5,20.285714285714285,6.166666666666667,428.49190357624667,1025.3399973405053,486.69012503561163,140046
52173.8092032967,14678.9139450948,17745.6634791122,12254.446153846151,3183.240944018875,3751.7723699663993,10989.139615384614,2533.494874600538,3099.7220141717444,0.0,4.75,0.0,0.0,343.15202894736746,0.0,140048
71638.53065274534,35492.26564934725,31259.846108396647,13544.68832495407,5377.703660965139,3993.48188013524,12351.534324954064,4452.179523987841,3313.307977493184,0.0,0.0,0.0,0.0,0.0,0.0,140049
43497.8825,34030.11610077592,23528.784334468575,8712.347142857141,4437.807499999998,3223.8272364853838,7452.347142857141,3633.398744444444,2603.431821450412,0.0,,0.0,0.0,,0.0,140052
48607.24485428134,41049.4454579116,31312.493692866992,11164.877469086812,8951.538341471489,5931.82674549194,10028.345461849298,7876.50742220988,5142.082935369987,0.0,0.0,0.9,0.0,0.0,71.25508025641001,140053
65405.928218880304,54860.72702403401,41354.608210844766,12469.97995872508,9435.007156247179,5131.141350791614,11351.929823698354,8379.889676005252,4399.657932376865,0.0,0.0,0.0,0.0,0.0,0.0,140054
23439.027272727202,22657.01656454244,15142.775056103013,3715.72545454545,3649.4602246731993,2479.3808684415867,2717.1454545454503,2900.9535580065335,1967.2594308991602,,,0.0,,,0.0,140058
,9405.981475563909,6123.762073136265,,2740.051729323305,1838.3195616319424,,2181.802481203005,1463.189848090276,,0.0,0.0,,0.0,0.0,140059
38430.513676550916,35048.80808273529,25565.317417074544,12786.869152155876,9172.305288832931,5512.4574613977675,11601.625588723042,8102.391776735782,4764.968398088638,0.0,1.5833333333333333,0.0,0.0,83.05534385964908,0.0,140062
60716.91262584816,40103.75715036263,22271.581724660962,11965.515562496732,8160.167485482538,4430.887080173139,10818.483265060857,7148.489687257257,3757.341249790796,0.0,0.0,0.0,0.0,0.0,0.0,140063
34425.2,27685.25693530695,20137.871973901296,8983.8,4446.7290625,2728.414388822961,7723.8,3664.9067763157873,2198.6851711441204,0.0,0.0,0.0,0.0,0.0,0.0,140064
47168.8542010703,38037.2756701653,19547.704651169497,9599.861761653226,7940.2882163440645,3945.9038319606725,8451.271761653226,6953.6235016313585,3252.063127323068,0.0,0.0,0.0,0.0,0.0,0.0,140065
92511.83870074738,74052.28742916824,51234.262436666715,10167.931923367636,8219.529943416983,6210.80950220789,9072.734088961139,7186.900630931867,5424.1466176763115,9.666666666666666,3.3333333333333335,1.12,404.46984093567,173.76850555555558,156.55293345641,140067
,11509.44328125,10975.151230769201,,2180.95,2245.21861538461,,1737.67,1788.4486153846103,,,,,,,140068
,5282.7306557377005,5659.2131354515,,1979.42393442623,1870.1531688963153,,1576.88360655737,1487.40148829431,,,0.0,,,0.0,140077
40593.2963030303,31330.426361550664,24003.68835499822,7904.725166666666,5099.318238643676,3209.71315659855,6752.21575,4201.400936632928,2598.5899643242174,0.0,5.2,3.9166666666666665,0.0,258.80902923076803,278.7122586111108,140080
38302.165449712564,38823.2414366058,32177.263902645966,6066.033333333333,5069.06472951231,3073.8339273515157,5003.816666666667,4166.515398692812,2461.3650733427285,0.0,0.0,5.333333333333333,0.0,0.0,577.9301888888884,140082
,4952.7024,9035.671738095225,,2180.95,2044.04,,1737.67,1628.585,,13.0,27.0,,1343.98556923076,3476.7616074074,140083
128440.8791312622,68162.49294436933,48541.81884604778,13574.987560362173,5560.449702424217,4299.827990388666,12398.13097585513,4586.194141924074,3567.931871195026,0.0,0.0,0.0,0.0,0.0,0.0,140084
93261.75582830954,75582.35946492582,59515.33294411659,12953.481016291518,9464.973875248075,6762.696075172362,11773.090658303194,8388.48571510447,5943.043161259511,20.5,52.0,47.411764705882355,997.2490078813174,1853.638902934716,2008.0123449926336,140088
,10035.1882795699,9373.901345186468,,2048.47397849462,2226.4202635777856,,1632.1195698924698,1772.043808367401,,0.0,0.0,,0.0,0.0,140089
55498.20498323561,46237.524401320086,25209.604022110394,11487.544419413902,9220.863371771033,4567.822619535258,10371.770419413902,8185.430372103713,3859.3278063919493,0.0,16.22222222222222,5.809523809523809,0.0,175.13502435312,169.34897689768954,140091
,23270.89699456965,18850.63717576853,,2772.4764849624153,2355.393315338995,,2189.9444423558652,1870.2208123879948,,,0.0,,,0.0,140093
,12134.824357142801,10493.026477633453,,2168.58207142857,1982.17403030303,,1723.0945,1574.9996147186132,,,0.0,,,0.0,140095
,14650.797272727199,35661.006897608306,,2094.1868181818104,2684.8847686545896,,1668.5359090909,2157.064006641801,,,16.142857142857142,,,2866.5459743719216,140100
57041.03799242423,29945.354913851017,22401.994309508886,13457.579850649347,5021.688226983156,3590.63754166279,12292.724168831164,4097.34237464005,2931.051605648928,0.0,3.6666666666666665,2.0,0.0,391.84587272727003,228.63750000000002,140101
,7835.76455696202,7458.2295604395595,,2180.98354430379,2245.21,,1736.02253164557,1788.87,,,,,,,140103
20341.6127118644,25278.804969957462,17299.201151320536,4379.13610169491,3741.97874320417,2534.7367303126402,3489.0666101694896,2981.2586007325986,2013.1770636899828,,34.333333333333336,0.0,,1244.8807000386141,0.0,140110
53595.23499617188,42827.8867637771,31011.05445764089,12515.02014835678,6775.4662895188785,3704.7585544461854,11335.464197183077,5784.606000222803,3059.440932825244,0.0,0.0,2.9,0.0,0.0,245.929885490195,140113
55935.92127147057,43293.568956590265,22256.780565998084,9576.021412156862,9702.470121951386,4503.597905981133,8381.697451764707,8672.074161396016,3815.5648352901644,0.0,1.875,0.0,0.0,153.521655,0.0,140114
,10472.386,7145.379103247231,,2792.810729166665,1950.099901014984,,2216.9290625,1485.9367840325053,,0.0,0.0,,0.0,0.0,140115
39365.28311431274,35263.72042785133,22530.311340913097,13513.851813095225,8760.96775302822,5119.332612046759,12343.395888095225,7753.035338368918,4384.320570670169,0.0,1.75,8.636363636363637,0.0,135.8622125,490.0813289753718,140116
57649.78939948364,41406.947138005904,28369.71697670292,12864.7676333249,8449.01184356571,5270.700197431676,11649.315638443264,7423.785548450139,4533.590580548606,0.0,7.222222222222222,2.761904761904762,0.0,139.17078837606778,150.0658927609419,140117
103380.76178802992,84060.13360308573,56453.06509939444,15201.502539451887,10395.490295696523,6061.7914951723,14008.397667657015,9374.287704079647,5334.93412399462,4.0,0.0,0.0,118.29041,0.0,0.0,140118
54560.98619356696,44674.54380879805,33149.050215174,12144.461828318466,9782.544542721605,6612.90889246581,10958.525709156253,8685.81673559565,5770.228902210512,4.818181818181818,5.777777777777778,11.0,92.62290977701545,396.41226976223675,878.9319703705307,140119
36977.436083916,28812.274981186227,21974.40965431926,7221.143601398595,4945.913064004958,3538.401537193867,5988.6151748251705,4129.523278910741,2936.0486254504153,0.0,0.0,0.0,0.0,0.0,0.0,140120
44780.411424243706,37826.49260185139,26453.34704943058,9580.384032905009,8138.823964410927,6173.076924861135,8440.868226086826,7087.8542575609945,5346.620091539634,0.0,0.0,0.0,0.0,0.0,0.0,140122
,16127.587048104502,11428.601954441292,,3208.38966391686,2466.35534857785,,2544.3781026246947,1936.1245950771554,,50.0,27.3,,3292.053930018757,3698.3873053459274,140124
101830.69119047596,67240.74353569609,55443.725510139004,7854.56,5290.024828277886,5226.431990910687,6600.04,4350.04545874103,4502.039091922303,0.0,0.0,0.0,0.0,0.0,0.0,140125
40964.40228705793,29373.6735359926,24972.548164608645,10058.221190476184,7120.485014591703,5764.380945705699,8847.097099567096,6175.864669030238,5025.942793953678,0.0,2.8333333333333335,0.0,0.0,286.69419607843,0.0,140127
36779.19787483468,34743.05313322106,26344.11377477322,7496.053368421051,6008.76892581011,4065.4691432947207,6354.723368421051,4962.655837429227,3332.912694977416,0.0,23.285714285714285,13.071428571428571,0.0,185.62496932515288,226.0323399999993,140130
,17932.4393514412,13540.039863730857,,2785.6777642276447,2259.6466100831917,,2217.70676829268,1793.1875636479813,,0.0,0.0,,0.0,0.0,140133
29839.38815560797,39031.04905867775,19209.86096686849,6589.153619613825,7624.740610501361,4215.873382874567,5583.7642551487515,6607.312556079471,3534.093800149752,0.0,1.2727272727272727,0.0,0.0,116.63934545454545,0.0,140135
,7281.283647058821,5632.1546743130775,,2012.44305882353,1657.9563293356168,,1601.7565882352899,1320.49375214163,,0.0,0.0,,0.0,0.0,140137
,19417.634987167163,12787.400673049287,,3786.0346217502897,2236.092258749585,,3003.112502200136,1779.0120447665045,,28.333333333333332,4.777777777777778,,826.0270117647033,181.1309183462522,140143
,11469.958586206896,9316.008356438768,,2779.0999165154203,1975.1061147280739,,2199.625364791285,1567.6724838060745,,0.0,0.0,,0.0,0.0,140145
,17248.9962916572,13242.884750373798,,2786.9884346397835,1962.6203643529639,,2205.49887070889,1544.7074439367796,,0.0,0.0,,0.0,0.0,140147
61313.10955428371,56028.7856109834,30816.635319654924,11403.358991482837,9651.724899500861,5445.604793018857,10243.893997200228,8591.911437402809,4686.633238054633,0.0,0.0,0.0,0.0,0.0,0.0,140148
48011.8682356175,45214.013233238984,24928.84182496637,10706.59462767508,9111.204470667317,4622.517760311169,9581.90101680113,8137.725262625866,3927.1606504592582,24.0,35.666666666666664,21.0,1507.6913536870002,1084.5350327749968,1229.1746952977649,140150
78145.54904644823,48118.0165558076,37276.48651558562,13813.014799999999,7908.703571915405,6222.9224521036185,12619.914799999999,6905.871070655397,5506.406182585114,0.0,7.0,12.166666666666666,0.0,309.0745,631.4754617678667,140155
58808.85657196967,22509.889272670043,13501.389850831552,14981.9952403846,5843.320777235021,3544.7405958995696,13816.871650641026,4952.089349871164,2865.15737555781,0.0,0.0,0.0,0.0,0.0,0.0,140158
19264.771,36512.750529033874,20133.632310756228,3422.9232500000003,4884.860005443611,3004.0862713161987,2723.99889285714,4013.1978116130413,2404.646158328178,0.0,8.75,3.111111111111111,0.0,560.8889496212105,324.14835145299116,140160
,28081.233170289797,14469.163013609143,,3933.5527065217398,2500.5290725937093,,3133.67924275362,1988.328628987207,,0.0,0.0,,0.0,0.0,140161
56646.06384599673,37937.04361969282,24677.87496016799,8939.474645833325,5751.786469166329,3777.7438880383634,7779.245854166658,4829.378846025041,3058.2081198346004,0.0,0.0,0.0,0.0,0.0,0.0,140162
41916.38121589753,49874.47007066639,35528.08329563577,10165.277453822348,9392.705190605471,5449.3483350987335,9036.905309939475,8321.580026514015,4698.011373762001,1.8333333333333333,11.636363636363637,10.166666666666666,239.94097272727166,558.968959221399,814.8225417404797,140164
51525.43595381232,39896.99456047647,22883.18229314678,12340.296529212925,8760.661919035983,4684.849245657426,11165.307831965216,7687.852364364053,4019.6102346116427,0.0,0.0,0.0,0.0,0.0,0.0,140166
26826.105407196927,17858.151527562073,13999.665242852372,9365.415454545453,6055.2701638482795,4377.894699359927,8194.154772727274,5103.3261931430825,3647.666718370329,0.0,0.0,0.0,0.0,0.0,0.0,140167
61130.369918262404,42999.424817512976,28061.106998371048,13518.530541151486,8907.468060658643,5089.7062900300025,12313.704118387255,7878.950666928939,4368.986192835806,0.0,10.0,4.117647058823529,0.0,148.54841209876446,172.85955836127886,140172
83949.10172239388,67112.81594034426,58039.40600167763,13078.264438244038,10328.07342001634,7013.317165626141,11873.225421626976,9228.226833694227,6150.283382519858,9.0,34.75,24.5,584.346263377925,719.7534792920826,1158.6770237915,140174
,16235.4786471395,13627.116170310921,,3563.0021985934773,2711.868463383336,,2821.79991461289,2144.727523794978,,0.0,0.0,,0.0,0.0,140176
,17695.4662992126,18656.1850666666,,2137.33511811022,2176.96226666666,,1702.6571653543301,1728.40333333333,,,0.0,,,0.0,140177
37946.5059909909,40429.178299033,22706.220870826583,7798.45322072072,8639.56995891628,3948.5833001317033,6667.297635135134,7664.809513445662,3262.9797959621733,0.0,0.0,0.0,0.0,0.0,0.0,140179
54428.3427272727,34477.08123998961,27712.547628778415,9265.53409090909,5141.078466682915,4360.5964714182965,8005.534090909091,4244.628934556248,3665.4312987548874,0.0,4.0,1.6363636363636365,0.0,326.051665625,120.48144747474726,140180
,9874.291630434767,9127.433121592136,,3582.89528985507,2338.880463467825,,2853.9002173913,1855.9989640130802,,0.0,0.0,,0.0,0.0,140181
72140.96499095434,43769.60890872021,31966.804347331494,12934.330932860987,7330.190702561873,5751.841118880068,11789.202711707148,6290.210367134184,4973.012698889428,0.0,6.714285714285714,1.5625,0.0,198.11432765957426,104.6098795,140182
99007.6701008065,68784.7654709109,58997.16688569262,7047.96580645161,4935.865229709389,4081.493486816551,5828.19080645161,4068.987669703142,3305.8201689350835,0.0,0.0,8.333333333333334,0.0,0.0,544.3187425019415,140184
25860.16280135307,20730.11933339739,19848.441679303833,10378.119295194392,6442.168111947015,5445.423898774448,9274.583399197389,5466.456858268635,4697.1834248840105,0.0,0.0,0.0,0.0,0.0,0.0,140185
62002.676850701006,41830.67634326865,31162.360058922553,13169.922655624565,8478.953841786051,6031.130187663614,11977.087739734297,7442.927570109214,5257.466232891897,0.0,5.125,3.7222222222222223,0.0,173.5606292682925,170.32275740740724,140186
43353.533279471776,33706.777073375946,25296.526766993473,10394.067703507802,7850.759937896445,5378.455692661836,9239.92843460024,6816.998212757565,4628.334792187094,2.7142857142857144,20.714285714285715,2.923076923076923,99.06613684210515,631.8099867816087,141.86841052631536,140187
46740.1642447124,25762.887625414376,19053.87835342326,9052.859905475878,4659.527967325048,3259.1128684236282,7887.255495436767,3779.792806835925,2608.9812297198932,0.0,0.0,1.5,0.0,0.0,111.37527592592583,140189
52322.5471278522,36560.74674958322,23729.71954195897,13649.899772560975,8721.907911709537,5032.709863493931,12490.567739895469,7692.664409242386,4287.620972833632,0.0,3.142857142857143,1.0,0.0,147.5228363636357,89.26959135802446,140191
,6178.991956521711,5027.780932822203,,2180.95,1755.3231861416898,,1737.6699999999898,1394.343655819447,,,0.0,,,0.0,140197
77842.55677036829,64396.80030939956,40195.380596643925,11299.048672825618,8952.69112387118,5236.715118460874,10241.896970167967,7890.856022235776,4462.942189965172,3.0,16.166666666666668,6.882352941176471,158.77143333333325,847.407730171661,538.6159458872471,140200
62084.19887519085,50806.47866315431,30709.758037180425,11189.767404080527,9232.034429247213,5026.388472794669,10031.568085818884,8189.637107780079,4296.115914076039,0.0,1.9090909090909092,0.0,0.0,103.16056969696909,0.0,140202
49433.57000000001,38336.99382781162,28268.850739642254,12254.340227272725,7650.431001420456,5133.550349401818,10994.330454545456,6658.820307173295,4364.998250950034,0.0,11.0,0.0,0.0,1081.50572727272,0.0,140206
39042.48134430158,30963.02336915009,22815.791728896573,11298.105639569347,8875.72255393308,5764.109681903753,10174.572734122134,7827.676607810332,4988.244207837854,0.0,2.2222222222222223,0.0,0.0,126.24659444444445,0.0,140208
61504.65406828746,55320.559770246095,43788.80923842175,9779.668503401348,7740.239398974307,5383.875055116146,8733.061478045764,6705.600028577138,4638.685263331704,0.0,4.8,3.2857142857142856,0.0,362.6509690151513,193.66571304347715,140209
,11067.1479275363,8052.831626586565,,2930.105057971005,2421.300230473535,,2332.310869565215,1927.497845564143,,0.0,0.0,,0.0,0.0,140210
60564.2037037037,41397.42081745568,27933.35650387683,9275.07777777778,5703.079971298563,3584.974026833679,8015.077777777769,4733.765162801108,2918.477660970431,,94.25,20.916666666666668,,1713.2886871604849,572.2663438101453,140211
33515.48448245971,27746.6218607142,19486.49978259721,10044.73326627416,7597.892120556644,4972.967461346775,8913.048226972775,6562.587977741613,4216.815146761901,0.0,2.5384615384615383,0.42857142857142855,0.0,142.73400401583692,122.34130416666643,140213
42887.7004602046,45052.62524463502,43638.14232005693,7828.16413682454,5627.760746894272,6069.619503462261,6680.682941855986,4655.006140409602,5295.103748090969,0.0,9.5,3.4545454545454546,0.0,535.0982152173899,207.21533106060542,140217
46457.82892263068,33085.06196030369,21485.729791355898,11492.309360470048,9557.369490746018,5949.625283040627,10321.687199499664,8489.431730363116,5170.181747728958,0.0,3.7222222222222223,0.7058823529411765,0.0,65.10450414593666,43.15646176470588,140223
37482.7672530814,30287.48015672305,28016.974636014536,7904.6698,5070.50914916361,4026.0447575061426,6754.922600000001,4151.777694189429,3311.3776704142474,0.0,4.0,3.230769230769231,0.0,253.50502799999998,228.9457411040723,140224
79883.23539880844,64413.94841589022,50379.51569437292,11632.24552464427,8110.773704287117,5452.067635636468,10523.438958338951,7111.291356833289,4715.71812986999,9.666666666666666,64.28571428571429,21.923076923076923,1404.1031006734001,1492.5132962808232,1089.6813033558046,140228
63657.72832541689,47770.52759586791,35853.25544950903,11993.34853629382,9250.001846839845,6032.225616694021,10848.308127198432,8178.482185873392,5209.403160621334,3.0,11.333333333333334,4.655172413793103,151.5636666666657,414.0696387482047,269.7192559084024,140231
74545.73201205752,52655.309800646515,32734.926217753888,13752.46092538165,9251.489806116862,6224.373830254497,12492.309627541563,8179.271193878415,5448.049596339138,4.0,4.545454545454546,1.5,294.51205,438.99773228226235,118.94730239234408,140233
,20335.04106463148,11056.490170551537,,3853.541945829306,2225.3128070628486,,3060.4244975534443,1767.0895241569901,,0.0,0.0,,0.0,0.0,140234
53719.66637576239,48097.064520433436,31080.50780104459,13130.813377729715,10420.08094932398,6171.421067843605,11962.873914473676,9349.103088859758,5440.776503647338,3.5,17.454545454545453,1.5,603.177575,869.125613389841,87.92132510288054,140239
40159.4711309524,29366.9053075196,20668.36010163705,9235.08488095238,5445.8195811518335,2445.299493432818,8018.998214285714,4556.022722513087,1882.342004179575,0.0,0.0,0.0,0.0,0.0,0.0,140240
85896.07118735333,68727.9537226669,47326.66413774517,12523.687416914816,9182.570376671883,5926.698638129906,11371.621153247868,8090.474533260882,5137.850314502635,1.8571428571428572,48.09090909090909,24.0,248.60392307692288,654.42166654867,860.9609473932052,140242
49101.43756628775,32553.525624838403,26259.869824421992,10722.054208333318,7513.4677363877945,5353.80833614174,9572.88192045453,6583.882980317064,4644.61595016339,0.0,2.142857142857143,0.0,0.0,212.91209333333288,0.0,140250
51869.19770963793,34276.83231131516,21083.929952326635,13663.886666666667,7246.156425632723,3366.122529377121,12464.213333333333,6329.137873319709,2740.69198016745,0.0,4.0,1.4615384615384615,0.0,243.74295399999997,113.95194008097154,140251
57364.58004387235,46102.225629688444,29498.84595932343,10627.476773684812,9344.043359480818,5742.596142741634,9486.536434368369,8272.126214203861,4936.28498072373,0.0,0.9285714285714286,0.0,0.0,76.66674615384571,0.0,140252
51394.50249997359,45651.52833500037,30555.48710660125,11218.486997860085,8724.304987821912,5185.083115183768,10133.04953532677,7644.629612330809,4421.747824077094,0.0,0.0,0.0,0.0,0.0,0.0,140258
32644.2206770833,20196.763255633225,12020.863568501583,6374.012708333329,4451.892247377621,3038.4407630573864,5298.000208333329,3613.0122473776223,2436.5145025863353,,2.8,0.0,,212.59294,0.0,140275
48270.332279770686,39103.281644875315,26007.04232617606,11901.779876317181,9247.791009501527,6107.113569372753,10773.965792983847,8168.579618837486,5302.242271802457,10.0,21.142857142857142,13.545454545454545,312.25959520000004,335.9488749999997,595.1674174324539,140276
44143.7267617675,36859.13792837766,22406.87996523068,11302.147585533052,9635.284825749839,5112.3142756713405,10125.557553005121,8553.217833667573,4389.663692416339,0.0,0.0,0.631578947368421,0.0,0.0,71.48661578947367,140280
51907.985262996786,48371.448944721385,40066.960016569385,12686.696981290639,10465.40989652608,7384.051828492487,11535.095000824924,9364.370915245841,6515.482603523065,0.0,5.157894736842105,7.3125,0.0,249.0856067079459,465.64683005836037,140281
48463.834383289366,37343.551771967424,26160.857906291792,7499.3526067346975,5608.493798174704,3778.7453666212286,6352.39717463593,4636.259148852653,3082.13637259466,,23.666666666666668,17.857142857142858,,1650.5550193062543,1238.0655723649384,140286
46598.82084213881,45331.803668252,31336.538954721425,9623.424243695266,9629.318206096057,6010.024661853403,8599.036923732576,8556.195863825076,5233.7859303175965,0.0,4.777777777777778,0.48,0.0,151.96905581395333,55.317080000000004,140288
36174.89854893262,31735.735924190438,17839.19521101127,9413.658,8737.93051695367,4049.6261966447364,8219.179999999998,7687.554525668268,3332.8624910185754,0.0,0.0,0.0,0.0,0.0,0.0,140289
41837.227333494964,30577.72811901969,26565.425395360253,8454.395857142856,5601.535696102567,4835.744472452918,7323.278499999998,4614.4385291856,4104.433617071717,0.0,0.0,0.0,0.0,0.0,0.0,140290
46148.157413593915,33671.479569506584,21422.53285173088,11441.476791356536,8799.476311182445,5244.314665268594,10273.43592735943,7740.2245875118515,4490.6294247030355,0.0,1.6153846153846154,0.0,0.0,107.41001025641,0.0,140291
44548.5,14822.7026382978,9296.5579041695,13438.870666666598,2161.3724255319103,1628.8793198988874,12178.870666666598,1718.65953191488,1290.7562745682774,0.0,,0.0,0.0,,0.0,140292
43207.297857142796,32191.717601603425,36681.83924215199,3521.58,3216.019099464913,4097.456727600166,2639.66,2556.8577793465097,3412.6763802258515,,,0.0,,,0.0,140294
,7284.437857142851,9413.636359954751,,2181.17464285714,2331.8623554675696,,1726.64071428571,1854.2184458521842,,11.0,19.0,,1598.91365454545,2204.1117430769195,140300
22265.927727272698,34000.02870473943,20526.91568248061,4791.507,7438.276471132377,4157.558451404448,3790.032,6552.8909081693955,3461.6192088992643,0.0,0.0,0.0,0.0,0.0,0.0,140304
,14277.23274184145,12066.071357122199,,2606.67982517482,2372.786522912597,,2025.7948251748198,1839.1794485695427,,0.0,0.0,,0.0,0.0,140307
,,12995.012719134156,,,1779.45065003013,,,1405.0474791181164,,,0.0,,,0.0,142011
,,6123.877272727271,,,1571.63,,,1252.19,,,0.0,,,0.0,143026
,18838.418668409966,12732.477713780885,,3586.1225479899604,2335.656980680833,,2856.78531944687,1859.6449259639323,,,0.0,,,0.0,150001
81605.97862621114,59115.005329187625,30203.5187743891,13670.919312472693,9789.627547841948,5229.842359109323,12460.115564993102,8696.838350205835,4528.506065897226,18.2,11.625,2.5,1236.6023560839137,957.8724219457007,159.6852353851007,150002
37265.23600640105,46778.68479578979,29758.136821380867,6956.86030227596,9480.949346429476,5789.285390748138,5864.13428876244,8549.505227254025,5013.98044509049,29.0,16.666666666666668,4.25,1175.26263448275,530.3778511111101,182.27596470588122,150004
49229.82375,27735.15972139929,18811.46678071519,9123.7,4620.592461912652,3028.041333191405,7863.7,3772.427379340738,2419.3339747907207,12.0,23.25,7.666666666666667,1137.6722,1500.7779899944212,627.8054349480567,150005
53038.04237070098,47145.2209466686,28321.712010741256,11801.841177134007,9320.953748849737,4897.400236792249,10654.742932994248,8307.808657332604,4211.1967456337325,5.75,9.8,3.4,1294.5064257575727,384.6803937543852,239.15311189189137,150006
65197.44632692715,46891.128980744186,30721.661964059225,8244.46003077973,8699.023064250172,3856.991090322269,7132.344145006829,7746.987320788011,3197.817790051913,17.0,4.666666666666667,28.0,3152.1935719696903,325.6915666666667,864.863510116325,150007
34021.744657784795,26229.955544455446,17598.160907347294,11285.874250261208,6483.949764807237,3686.1479915880045,10020.991397596656,5506.1555235989,3058.1522173562735,0.0,3.5,0.0,0.0,230.79007777777665,0.0,150008
25419.420734671614,18328.168396165343,15545.62021854255,9543.898146560836,4929.76798592325,2904.6710293203873,8508.3136116402,3993.075985692138,2325.2234269579826,0.0,7.5,4.928571428571429,0.0,428.7532980769217,316.84090994152,150009
,30018.007681269035,18993.238666345398,,3977.9469670970793,2649.4442905024416,,3173.3963654710656,2116.9631642271884,,20.75,5.5,,1126.4292045546524,308.50684557291663,150010
32682.771506140863,23282.085705911453,20555.336131180375,17242.70897435897,5467.702075485219,3459.5484829708776,15979.208974358973,4558.241227001551,2796.18136324273,0.0,10.75,7.625,0.0,502.82789666666645,781.7892562062914,150011
45981.255708417055,35559.96546606615,23772.017686811938,11213.892918162264,7764.623406445044,5597.195865300476,10059.001704771645,6727.682289137049,4839.498670165045,0.0,1.5714285714285714,1.5789473684210527,0.0,66.41281818181814,52.84734245614,150012
28586.792770955806,32946.87058315169,18572.570682540776,7972.945525773195,6973.3642609388835,3268.437774407285,6854.108981044228,5990.801609602841,2634.926100355347,0.0,0.0,0.0,0.0,0.0,0.0,150015
88854.81624796668,67479.42347540917,48935.893298249735,13340.476283518079,7622.124206281747,5131.63058508198,12184.744990671308,6593.788393309255,4372.077449760857,0.0,3.25,2.1818181818181817,0.0,152.32125865384498,137.64224985975864,150017
64305.304512110946,55572.301411173255,35314.42092369564,12991.21271681125,9439.25374213855,6178.519068691066,11809.46161154809,8345.912176662754,5368.403086579,3.4285714285714284,6.5,6.142857142857143,539.1994461538458,684.3581303508766,465.6636736111104,150018
