Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges,Average Medicare Allowed Amount,Average Medicare Allowed Amount,Average Medicare Allowed Amount,Average Medicare Payment Amount,Average Medicare Payment Amount,Average Medicare Payment Amount,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services,Average Medicare Outlier Amount,Average Medicare Outlier Amount,Average Medicare Outlier Amount,medicare provider number
64860.62903870979,60828.815745837834,43988.398054509424,11741.282037891724,8225.214923727513,5815.211923701423,10539.932133971733,7116.23521117342,5010.287068733157,15.0,50.44444444444444,29.72222222222222,1660.0375841987168,2069.986945046431,1824.0563022106774,100154
55318.14282417578,41428.817026370765,33990.07088534182,13578.320000000002,5322.460606253603,3826.362677051876,12324.31,4356.273070809071,3172.2533513404,0.0,4.0,0.6666666666666666,0.0,106.289575,51.98037962962961,100156
54289.808877019605,48875.953185385784,38776.02680823546,10072.954467574498,8428.784844957792,5590.911213173103,8931.916764001708,7370.533122574506,4811.346220856655,0.0,0.6875,0.0,0.0,86.39590909090876,0.0,100157
59866.5610923643,48512.399802761654,42602.420719584574,10868.225525871447,8029.317988957183,5620.606234428316,9687.095525871448,7003.502622244848,4823.709619575271,0.0,0.0,0.0,0.0,0.0,0.0,10016
76597.36714112875,69653.76510434126,64044.2823172891,12685.529271493211,8710.416808466807,6753.765093088648,11511.155671945698,7695.709944840176,5907.544121740693,0.0,0.0,0.0,0.0,0.0,0.0,100161
78326.43100742472,73722.75594606304,52836.884217632716,7444.5708450969305,7619.802246628924,5257.536433940859,6288.422894786372,6555.409777538041,4477.993824578925,0.0,0.0,0.0,0.0,0.0,0.0,100166
71368.35582255108,64437.44071215038,47652.97288097332,12338.909976379438,9582.98202379461,5776.766870286251,11131.119568216167,8522.488842963532,4997.047776343491,0.0,0.0,0.0,0.0,0.0,0.0,100167
65868.09134115152,52443.05107154145,40717.46169134368,10298.613706946922,8105.566576242565,6510.372615032473,9227.594385593251,7070.265183680387,5674.630543451864,7.166666666666667,4.571428571428571,1.15,315.39612222222166,504.76373939393716,66.53452217391299,100168
72622.18615553419,60183.40335103024,43049.18012091068,10463.558042081771,7770.4338809382825,4748.833674267602,9337.857911768202,6748.219513613552,4037.2545458964296,0.0,2.0,0.0,0.0,158.26473553718998,0.0,100173
,11282.062899039125,8659.679110245288,,2483.60045891294,1979.004555555556,,1947.6002409292953,1573.60081111111,,0.0,0.0,,0.0,0.0,100175
62113.07309627357,56357.307261010916,53021.67752951557,12553.856354533713,9352.594779231551,6401.183112064571,11372.536352085634,8270.752390509497,5566.35870323894,3.125,4.6,7.5,134.225553,255.93716881720303,166.96375046296288,100176
72927.70767244873,44053.286880075684,26514.50588804584,15267.721240310077,8009.377636282201,3661.2015905068683,14007.721240310077,7043.401428062489,3007.0202323608937,0.0,0.0,0.0,0.0,0.0,0.0,100177
87833.27180545169,72573.08709164363,64263.19271975442,12401.766894164071,7905.779367375768,6104.905466036383,11215.720947829861,6855.384950293257,5313.8944675943,0.0,0.0,0.0,0.0,0.0,0.0,100179
,13246.5032139303,11763.39217385847,,2872.51840796023,2398.2292518326344,,2269.5027860696105,1906.4172431631716,,,2.75,,,504.06055,10018
75236.99821969689,78432.30651778022,55705.366840322735,9417.9225,6940.004980327652,3830.773241004823,8327.2625,6001.6095604360125,3211.8007608349835,0.0,0.0,0.0,0.0,0.0,0.0,100180
73684.4047777779,34283.49039656946,44642.287471052434,9389.359999999979,4121.714126984123,6538.147579815272,8129.359999999991,3329.5870194003496,5636.512944656442,,6.0,8.0,,323.9226666666665,204.7911359375,100181
62312.24179687465,46228.62820261675,37814.93015857461,9993.3461979166,5664.307779490962,3519.391545958677,8728.2877083333,4866.299172504812,2910.410601914544,0.0,19.0,2.857142857142857,0.0,681.860660526315,210.73619000000002,100183
54546.6639588509,50546.91778849613,45652.671551248626,14502.005780051135,9412.950378403677,6348.829721913158,13332.682512787722,8338.874978039905,5480.167058701069,0.0,0.0,0.0,0.0,0.0,0.0,100187
74256.15936727473,67637.61587624003,55774.603072826496,11644.947770053474,8262.22965577107,5865.051893622611,10441.162860962553,7269.788092627317,5086.432574723344,2.2,0.0,0.0,115.72214181818178,0.0,0.0,100189
33375.32637445887,12921.569394976153,8731.58014539407,7223.795555555534,3879.9393509133033,2219.133858107643,6109.135101010096,3076.7262004470444,1736.3230324505093,7.666666666666667,0.0,0.0,393.91384057971004,0.0,0.0,10019
86839.89371590893,74858.43210690867,65350.5189978634,8715.769863636364,5715.060437914793,3632.159082254447,7540.439863636363,4758.631585442805,2946.6752331485873,0.0,0.0,0.0,0.0,0.0,0.0,100191
,22115.04818178137,16823.93589815738,,4065.896186429292,2943.9136930107106,,3241.5671485765783,2324.982243941937,,0.0,0.0,,0.0,0.0,100200
75973.94640833519,73645.50180461384,62342.48184863826,12009.309806186864,9650.059674117494,6795.120674253101,10804.569170425271,8563.016694645561,5966.519846019708,0.9166666666666666,2.5294117647058822,2.625,103.56543484848417,153.00083188714393,128.1649282407404,100204
108545.508,65660.71728406702,54772.57256277128,11282.24,4432.376721571453,3931.1613472099934,10022.24,3598.453744928707,3254.610003852127,,8.0,1.4666666666666666,,574.2659125,156.74517939393868,100206
,52866.7675207756,50294.58726317677,,2966.18198060941,2557.693769608942,,2355.53378116343,1994.624219792704,,0.0,0.0,,0.0,0.0,100209
,9434.10376000002,6778.566984097217,,2485.33076,1806.0740090681654,,1978.4757599999948,1428.3600572858018,,0.0,0.0,,0.0,0.0,10021
85544.7315384615,67134.1493457239,51197.23614116154,8881.93,5597.48140448726,3840.9276526272142,7621.93,4664.368467169473,3122.235999816984,0.0,0.0,0.0,0.0,0.0,0.0,100211
94109.21745194861,84559.66019548618,64395.31194432879,11463.521525515542,9265.944192313926,5863.267595619912,10283.69316715777,8189.710554646465,5094.804726429855,0.0,0.0,0.0,0.0,0.0,0.0,100212
55165.45516151269,47584.899894388735,37360.03486433674,12194.064958105631,7936.759799822434,5191.081237583308,11029.643655170647,6908.780300974303,4442.647245163691,0.0,0.0,0.0,0.0,0.0,0.0,100213
116636.1452148679,102950.30828344997,72100.2263428644,14246.466818145242,10641.65560417401,5893.401112095884,13047.398890820074,9588.172604971693,5178.2139853380695,0.0,0.0,0.0,0.0,0.0,0.0,100217
,17343.74068398267,13152.376761030007,,2911.89238095238,1613.4856984601731,,2307.2035714285703,1284.28236512684,,0.0,0.0,,0.0,0.0,10022
63880.30094690776,56293.99080512246,39307.429268616645,12280.438952401422,9437.814898925071,6262.2856599556535,11089.323122885371,8346.96753089433,5503.200093836428,0.0,1.8888888888888888,0.7222222222222222,0.0,84.36320392156856,49.335754700854665,100220
92053.03832087871,83281.81279164883,79460.60004023368,11338.015460803183,5861.466980055095,4987.092174686767,10153.417051386923,4878.035321886634,4257.421484151038,0.0,0.0,0.5652173913043478,0.0,0.0,61.8540602006687,100223
,36664.907349272304,34337.61843061836,,2683.18209459459,1994.53567888266,,2134.7931081081097,1576.7423839091173,,0.0,0.0,,0.0,0.0,100224
89752.87366111956,88726.09203057729,82081.33531526834,11446.555759452576,8486.1862047516,6951.575910977495,10288.828178928232,7436.963346704096,6173.150449346929,0.0,0.0,0.0,0.0,0.0,0.0,100226
57440.58702238849,54541.49605069392,48124.289212085474,12077.11805555555,9680.60402701058,6441.599955764457,10878.14305555555,8639.38008703086,5641.9083095689475,0.0,0.0,0.0,0.0,0.0,0.0,100228
53345.56687361796,37747.1998861545,26502.15123792076,11497.802045454147,8052.907321507524,5683.083584186627,10335.304993384883,7058.5051578867005,4936.3750756534855,22.0,11.0,3.0,1915.7817033186088,1037.5674983333333,268.1943204970755,10023
47484.13249999995,29330.90671282925,27875.08562193108,6856.365,3373.2305170972622,3277.7479172064486,5779.4400000000005,2672.5304702380877,2654.7508992636376,0.0,0.0,0.0,0.0,0.0,0.0,100230
72393.6814944204,69969.75773641618,57498.07799328501,11936.15662352411,8764.940642871992,6052.100889536443,10806.386103201394,7687.93819899477,5255.1009696294095,0.0,3.0,0.8333333333333334,0.0,124.8899348148146,28.339456249999998,100231
